Material Number,Material Group,Material type,Base Unit of Measure,Gross weight,Net weight,Weight Unit,Division,Material description,Plant,Batch Management,Purchasing Group,MRP Type,MRP Controller,Planned Deliv. Time,GR processing time,Period Indicator,Lot Sizing Procedure,ReOrder Level,Max Stock Level,Procurement Type,Special procurement,Sched. Margin Key,In-house production,QM Control Key,Loading Group,Batch Management(Plant),Availability check,Prod. stor. location,MRP Group,Planning Strategy Group,Storage loc. for EP,Valuation area,Valuation Type,Price control,Moving price,Standard price,Price unit,Valuation Class
FG-100-265,800-001,FERT,PC,1,1,KG,50,Pump Casing 100-265,1710,X,180,PD,180,20,1,M,EX,0,0,X,,000,25,0000,001,X,02,6000,0010,20,,1710,,V,1,0,1,7920
FG-100-266,800-002,FERT,PC,1,1,KG,60,Shaft 100-266,1710,,180,PD,180,20,1,M,EX,0,0,X,,000,20,0000,001,,02,6000,0010,20,,1710,,V,1,0,1,7920
FG-100-267,800-003,FERT,PC,1,1,KG,10,Impeller 100-267,1710,X,180,PD,180,20,1,M,EX,0,0,X,,000,15,0000,001,X,02,6000,0010,20,,1710,,V,1,0,1,7920
FG-100-268,800-001,FERT,PC,1,1,KG,20,Pump Casing 100-268,1710,X,180,PD,180,20,1,M,EX,0,0,X,,000,25,0000,001,X,02,6000,0010,20,,1710,,V,1,0,1,7920
FG-100-269,800-002,FERT,PC,1,1,KG,30,Shaft 100-269,1710,,180,PD,180,20,1,M,EX,0,0,X,,000,20,0000,001,,02,6000,0010,20,,1710,,V,1,0,1,7920
FG-100-270,800-003,FERT,PC,0,0,KG,40,Impeller 100-270,1710,X,180,PD,180,20,1,M,EX,0,0,X,,000,15,0000,001,X,02,6000,0010,20,,1710,,V,1,0,1,7920
FG-100-271,800-001,FERT,PC,0,0,KG,50,Pump Casing 100-271,1710,X,180,PD,180,20,1,M,EX,0,0,X,,000,25,0000,001,X,02,6000,0010,20,,1710,,V,1,0,1,7920
FG-100-272,800-002,FERT,PC,"1,000","1,000",KG,60,Shaft 100-272,1710,,180,PD,180,20,1,M,EX,0,0,X,,000,20,0000,001,,02,6000,0010,20,,1710,,V,1,0,1,7920
FG-100-273,800-003,FERT,PC,"1,000","1,000",KG,10,Impeller 100-273,1710,X,180,PD,180,20,1,M,EX,0,0,X,,000,15,0000,001,X,02,6000,0010,20,,1710,,V,1,0,1,7920
FG-100-274,800-001,FERT,PC,"1,633","1,633",KG,20,Pump Casing 100-274,1710,X,180,PD,180,20,1,M,EX,0,0,X,,000,25,0000,001,X,02,6000,0010,20,,1710,,V,1,0,1,7920
FG-100-275,800-002,FERT,PC,"5,000","5,000",KG,30,Shaft 100-275,1710,,180,PD,180,20,1,M,EX,0,0,X,,000,20,0000,001,,02,6000,0010,20,,1710,,V,1,0,1,7920
FG-100-276,800-003,FERT,PC,"5,000","5,000",KG,40,Impeller 100-276,1710,X,180,PD,180,20,1,M,EX,0,0,X,,000,15,0000,001,X,02,6000,0010,20,,1710,,V,1,0,1,7920
FG-100-277,800-001,FERT,PC,"6,000","6,000",KG,50,Pump Casing 100-277,1710,X,180,PD,180,20,1,M,EX,0,0,X,,000,25,0000,001,X,02,6000,0010,20,,1710,,V,1,0,1,7920
FG-100-278,800-002,FERT,PC,10,7,KG,60,Shaft 100-278,1710,,180,PD,180,20,1,M,EX,0,0,X,,000,20,0000,001,,02,6000,0010,20,,1710,,V,1,0,1,7920
FG-100-279,800-003,FERT,PC,1,1,KG,10,Impeller 100-279,1710,X,180,PD,180,20,1,M,EX,0,0,X,,000,15,0000,001,X,02,6000,0010,20,,1710,,V,1,0,1,7920
FG-100-280,800-001,FERT,PC,"1,633","1,633",KG,20,Pump Casing 100-280,1710,X,180,PD,180,20,1,M,EX,0,0,X,,000,25,0000,001,X,02,6000,0010,20,,1710,,V,1,0,1,7920
FG-100-281,800-002,FERT,PC,1,1,KG,10,Shaft 100-281,1710,,180,PD,180,20,1,M,EX,0,0,X,,000,20,0000,001,,02,6000,0010,20,,1710,,V,1,0,1,7920
FG-100-282,800-001,FERT,PC,18,16.2,KG,20,Pump Casing 100-282,1710,X,180,PD,180,20,1,M,EX,0,0,X,,000,25,0000,001,X,02,6000,0010,20,,1710,,V,1,0,1,7920
FG-100-283,800-002,FERT,PC,10,7,KG,30,Shaft 100-283,1710,,180,PD,180,20,1,M,EX,0,0,X,,000,20,0000,001,,02,6000,0010,20,,1710,,V,1,0,1,7920
FG-100-284,800-003,FERT,PC,0,0,KG,40,Impeller 100-284,1710,X,180,PD,180,20,1,M,EX,0,0,X,,000,15,0000,001,X,02,6000,0010,20,,1710,,V,1,0,1,7920
FG-100-285,800-001,FERT,PC,10,5,KG,50,Pump Casing 100-285,1710,X,180,PD,180,20,1,M,EX,0,0,X,,000,25,0000,001,X,02,6000,0010,20,,1710,,V,1,0,1,7920
FG-100-286,800-002,FERT,PC,0,0,KG,60,Shaft 100-286,1710,,180,PD,180,20,1,M,EX,0,0,X,,000,20,0000,001,,02,6000,0010,20,,1710,,V,1,0,1,7920
FG-100-287,800-003,FERT,PC,1,1,KG,10,Impeller 100-287,1710,X,180,PD,180,20,1,M,EX,0,0,X,,000,15,0000,001,X,02,6000,0010,20,,1710,,V,1,0,1,7920
FG-100-288,800-001,FERT,PC,0,0,KG,20,Pump Casing 100-288,1710,X,180,PD,180,20,1,M,EX,0,0,X,,000,25,0000,001,X,02,6000,0010,20,,1710,,V,1,0,1,7920
FG-100-289,800-002,FERT,PC,1,1,KG,30,Shaft 100-289,1710,,180,PD,180,20,1,M,EX,0,0,X,,000,20,0000,001,,02,6000,0010,20,,1710,,V,1,0,1,7920
FG-100-290,800-003,FERT,PC,1,1,KG,40,Impeller 100-290,1710,X,180,PD,180,20,1,M,EX,0,0,X,,000,15,0000,001,X,02,6000,0010,20,,1710,,V,1,0,1,7920
FG-100-291,800-001,FERT,PC,10,7,KG,50,Pump Casing 100-291,1710,X,180,PD,180,20,1,M,EX,0,0,X,,000,25,0000,001,X,02,6000,0010,20,,1710,,V,1,0,1,7920
FG-100-294,800-001,FERT,PC,"1,000","1,000",KG,20,Pump Casing 100-294,1710,X,180,PD,180,20,1,M,EX,0,0,X,,000,25,0000,001,X,02,6000,0010,20,,1710,,V,1,0,1,7920
FG-100-295,800-002,FERT,PC,0,0,KG,30,Shaft 100-295,1710,,180,PD,180,20,1,,EX,0,0,X,,000,20,0000,001,,02,6000,0010,20,,1710,,V,1,0,1,7920
FG-100-296,800-003,FERT,PC,0,0,KG,40,Impeller 100-296,1710,X,180,PD,180,20,1,,EX,0,0,X,,000,15,0000,001,X,02,6000,0010,20,,1710,,V,1,0,1,7920
FG-100-297,800-001,FERT,PC,0,0,KG,50,Pump Casing 100-297,1710,X,180,PD,180,20,1,,EX,0,0,X,,000,25,0000,001,X,02,6000,0010,20,,1710,,V,1,0,1,7920
FG-100-298,800-002,FERT,PC,0,0,KG,60,Shaft 100-298,1710,,180,PD,180,20,1,,EX,0,0,X,,000,20,0000,001,,02,6000,0010,20,,1710,,V,1,0,1,7920
FG-100-299,800-003,FERT,PC,0,0,KG,10,Impeller 100-299,1710,X,180,PD,180,20,1,,EX,0,0,X,,000,15,0000,001,X,02,6000,0010,20,,1710,,V,1,0,1,7920
FG-100-300,800-001,FERT,PC,0,0,KG,20,Pump Casing 100-300,1710,X,180,PD,180,20,1,,EX,0,0,X,,000,25,0000,001,X,02,6000,0010,20,,1710,,V,1,0,1,7920
FG-100-301,800-002,FERT,PC,0,0,KG,30,Shaft 100-301,1710,,180,PD,180,20,1,,EX,0,0,X,,000,20,0000,001,,02,6000,0010,20,,1710,,V,1,0,1,7920
FG-100-302,800-003,FERT,PC,0,0,KG,40,Impeller 100-302,1710,X,180,PD,180,20,1,,EX,0,0,X,,000,15,0000,001,X,02,6000,0010,20,,1710,,V,1,0,1,7920
FG-100-303,800-001,FERT,PC,0,0,KG,50,Pump Casing 100-303,1710,X,180,PD,180,20,1,,EX,0,0,X,,000,25,0000,001,X,02,6000,0010,20,,1710,,V,1,0,1,7920
FG-100-304,800-002,FERT,PC,0,0,KG,60,Shaft 100-304,1710,,180,PD,180,20,1,,EX,0,0,X,,000,20,0000,001,,02,6000,0010,20,,1710,,V,1,0,1,7920
FG-100-305,800-003,FERT,PC,10,7,KG,10,Impeller 100-305,1710,X,180,PD,180,20,1,M,EX,0,0,X,,000,15,0000,001,X,02,6000,0010,20,,1710,,V,1,0,1,7920
FG-100-306,800-001,FERT,PC,18,16.2,KG,20,Pump Casing 100-306,1710,X,180,PD,180,20,1,M,EX,0,0,X,,000,25,0000,001,X,02,6000,0010,20,,1710,,V,1,0,1,7920
FG-100-307,800-002,FERT,PC,18,16.2,KG,10,Shaft 100-307,1710,,180,PD,180,20,1,M,EX,0,0,X,,000,20,0000,001,,02,6000,0010,20,,1710,,V,1,0,1,7920
FG-100-308,800-001,FERT,PC,18,16.2,KG,20,Pump Casing 100-308,1710,X,180,PD,180,20,1,M,EX,0,0,X,,000,25,0000,001,X,02,6000,0010,20,,1710,,V,1,0,1,7920
FG-100-309,800-002,FERT,PC,18,16.2,KG,30,Shaft 100-309,1710,,180,PD,180,20,1,,EX,0,0,X,,000,20,0000,001,,02,6000,0010,20,,1710,,V,1,0,1,7920
FG-100-310,800-003,FERT,PC,18,16.2,KG,40,Impeller 100-310,1710,X,180,PD,180,20,1,M,EX,0,0,X,,000,15,0000,001,X,02,6000,0010,20,,1710,,V,1,0,1,7920
FG-100-311,800-001,FERT,PC,18,16.2,KG,50,Pump Casing 100-311,1710,X,180,PD,180,20,1,,EX,0,0,X,,000,25,0000,001,X,02,6000,0010,20,,1710,,V,1,0,1,7920
FG-100-312,800-002,FERT,PC,0.1,0.1,KG,60,Shaft 100-312,1710,,180,PD,180,20,1,M,EX,0,0,X,,000,20,0000,001,,02,6000,0010,20,,1710,,V,1,0,1,7920
FG-100-313,800-003,FERT,PC,18,16.2,KG,10,Impeller 100-313,1710,X,180,PD,180,20,1,M,EX,0,0,X,,000,15,0000,001,X,02,6000,0010,20,,1710,,V,1,0,1,7920
FG-100-314,800-001,FERT,PC,0,0,KG,20,Pump Casing 100-314,1710,X,180,PD,180,20,1,M,EX,0,0,X,,000,25,0000,001,X,02,6000,0010,20,,1710,,V,1,0,1,7920
FG-100-315,800-002,FERT,PC,0,0,KG,30,Shaft 100-315,1710,,180,PD,180,20,1,M,EX,0,0,X,,000,20,0000,001,,02,6000,0010,20,,1710,,V,1,0,1,7920
FG-100-316,800-003,FERT,PC,10,5,KG,40,Impeller 100-316,1710,X,180,PD,180,20,1,M,EX,0,0,X,,000,15,0000,001,,02,6000,0010,20,,1710,,V,1,0,1,7920
FG-100-317,800-001,FERT,PC,0,0,KG,50,Pump Casing 100-317,1710,X,180,PD,180,20,1,M,EX,0,0,X,,000,25,0000,001,X,02,6000,0010,20,,1710,,V,1,0,1,7920
FG-100-318,800-002,FERT,PC,10,7,KG,60,Shaft 100-318,1710,,180,PD,180,20,1,M,EX,0,0,X,,000,20,0000,001,,02,6000,0010,20,,1710,,V,1,0,1,7920
FG-100-319,800-003,FERT,PC,10,7,KG,10,Impeller 100-319,1710,X,180,PD,180,20,1,M,EX,0,0,X,,000,15,0000,001,X,02,6000,0010,20,,1710,,V,1,0,1,7920
FG-100-320,800-001,FERT,PC,10,7,KG,20,Pump Casing 100-320,1710,X,180,PD,180,20,1,M,EX,0,0,X,,000,25,0000,001,X,02,6000,0010,20,,1710,,V,1,0,1,7920
FG-100-321,800-002,FERT,PC,1,1,KG,30,Shaft 100-321,1710,,180,PD,180,20,1,M,EX,0,0,X,,000,20,0000,001,,02,6000,0010,20,,1710,,V,1,0,1,3001
FG-100-322,800-003,FERT,PC,10,5,KG,40,Impeller 100-322,1710,X,180,PD,180,20,1,M,EX,0,0,X,,000,15,0000,001,X,02,6000,0010,20,,1710,,V,1,0,1,3001
FG-100-323,800-001,FERT,PC,100,95,KG,50,Pump Casing 100-323,1710,X,180,PD,180,20,1,M,EX,0,0,X,,000,25,0000,001,X,02,6000,0010,20,,1710,,V,1,0,1,3002
FG-100-324,800-002,FERT,PC,"1,200","1,100",KG,60,Shaft 100-324,1710,,180,PD,180,20,1,M,EX,0,0,X,,000,20,0000,001,,02,6000,0010,20,,1710,,V,1,0,1,3001
FG-100-325,800-003,FERT,PC,"1,400","1,250",KG,10,Impeller 100-325,1710,X,180,PD,180,20,1,M,EX,0,0,X,,000,15,0000,001,,02,6000,0010,20,,1710,,V,1,0,1,3001
FG-100-326,800-001,FERT,PC,"2,500","2,200",KG,20,Pump Casing 100-326,1710,X,180,PD,180,20,1,M,EX,0,0,X,,000,25,0000,001,X,02,6000,0010,20,,1710,,V,1,0,1,3003
FG-100-327,800-002,FERT,PC,"3,200","2,900",KG,30,Shaft 100-327,1710,,180,PD,180,20,1,M,EX,0,0,X,,000,20,0000,001,,02,6000,0010,20,,1710,,V,1,0,1,3002
FG-100-328,800-003,FERT,PC,0,0,KG,40,Impeller 100-328,1710,X,180,PD,180,20,1,M,EX,0,0,X,,000,15,0000,001,X,02,6000,0010,20,,1710,,V,1,0,1,3001
FG-100-329,800-001,FERT,PC,18,16.2,KG,50,Pump Casing 100-329,1710,X,180,PD,180,20,1,M,EX,0,0,X,,000,25,0000,001,,02,6000,0010,20,,1710,,V,1,0,1,3001
FG-100-330,800-002,FERT,PC,0,0,KG,60,Shaft 100-330,1710,,180,PD,180,20,1,M,EX,0,0,X,,000,20,0000,001,,02,6000,0010,20,,1710,,V,1,0,1,3002
FG-100-331,800-003,FERT,PC,0,0,KG,10,Impeller 100-331,1710,X,180,PD,180,20,1,M,EX,0,0,X,,000,15,0000,001,,02,6000,0010,20,,1710,,V,1,0,1,3002
FG-100-332,800-001,FERT,PC,0,0,KG,20,Pump Casing 100-332,1710,X,180,PD,180,20,1,M,EX,0,0,X,,000,25,0000,001,X,02,6000,0010,20,,1710,,V,1,0,1,3002
FG-100-333,800-002,FERT,PC,10,7,KG,10,Shaft 100-333,1710,,180,PD,180,20,1,M,EX,0,0,X,,000,20,0000,001,,02,6000,0010,20,,1710,,V,1,0,1,3003
FG-100-334,800-001,FERT,PC,10,7,KG,20,Pump Casing 100-334,1710,X,180,PD,180,20,1,M,EX,0,0,X,,000,25,0000,001,,02,6000,0010,20,,1710,,V,1,0,1,3001
FG-100-335,800-002,FERT,PC,10,7,KG,30,Shaft 100-335,1710,,180,PD,180,20,1,M,EX,0,0,X,,000,20,0000,001,,02,6000,0010,20,,1710,,V,1,0,1,3002
FG-100-336,800-003,FERT,PC,10,7,KG,40,Impeller 100-336,1710,X,180,PD,180,20,1,M,EX,0,0,X,,000,15,0000,001,,02,6000,0010,20,,1710,,V,1,0,1,3003
FG-100-337,800-001,FERT,PC,10,7,KG,50,Pump Casing 100-337,1710,X,180,PD,180,20,1,M,EX,0,0,X,,000,25,0000,001,,02,6000,0010,20,,1710,,V,1,0,1,3001
FG-100-338,800-002,FERT,PC,0,0,KG,60,Shaft 100-338,1710,,180,PD,180,20,1,M,EX,0,0,X,,000,20,0000,001,X,02,6000,0010,20,,1710,,V,1,0,1,3002
FG-100-339,800-003,FERT,PC,0,0,KG,10,Impeller 100-339,1710,X,180,PD,180,20,1,M,EX,0,0,X,,000,15,0000,001,,02,6000,0010,20,,1710,,V,1,0,1,3003
FG-100-340,800-001,FERT,PC,0,0,KG,20,Pump Casing 100-340,1710,X,180,PD,180,20,1,M,EX,0,0,X,,000,25,0000,001,,02,6000,0010,20,,1710,,V,1,0,1,3001
FG-100-341,800-002,FERT,PC,0,0,KG,30,Shaft 100-341,1710,,180,PD,180,20,1,M,EX,0,0,X,,000,20,0000,001,X,02,6000,0010,20,,1710,,V,1,0,1,3002
FG-100-342,800-003,FERT,PC,0,0,KG,40,Impeller 100-342,1710,X,180,PD,180,20,1,M,EX,0,0,X,,000,15,0000,001,X,02,6000,0010,20,,1710,,V,1,0,1,3001
FG-100-343,800-001,FERT,PC,0,0,KG,50,Pump Casing 100-343,1710,X,180,PD,180,20,1,M,EX,0,0,X,,000,25,0000,001,,02,6000,0010,20,,1710,,V,1,0,1,3002
FG-100-344,800-002,FERT,PC,0,0,KG,60,Shaft 100-344,1710,,180,PD,180,20,1,M,EX,0,0,X,,000,20,0000,001,,02,6000,0010,20,,1710,,V,1,0,1,3003
FG-100-345,800-003,FERT,PC,0,0,KG,10,Impeller 100-345,1710,X,180,PD,180,20,1,M,EX,0,0,X,,000,15,0000,001,,02,6000,0010,20,,1710,,V,1,0,1,3002
FG-100-346,800-001,FERT,PC,0,0,KG,20,Pump Casing 100-346,1710,X,180,PD,180,20,1,M,EX,0,0,X,,000,25,0000,001,X,02,6000,0010,20,,1710,,V,1,0,1,3002
FG-100-348,800-003,FERT,PC,10,5,KG,40,Impeller 100-348,1710,X,180,PD,180,20,1,M,EX,0,0,X,,000,15,0000,001,,02,6000,0010,20,,1710,,V,1,0,1,3003
FG-100-349,800-001,FERT,PC,0,0,KG,50,Pump Casing 100-349,1710,X,180,PD,180,20,1,,EX,0,0,X,,000,25,0000,001,,02,6000,0010,20,,1710,,V,1,0,1,3001
FG-100-350,800-002,FERT,PC,0,0,KG,60,Shaft 100-350,1710,,180,PD,180,20,1,,EX,0,0,X,,000,20,0000,001,X,02,6000,0010,20,,1710,,V,1,0,1,3002
FG-100-351,800-003,FERT,PC,10,7,KG,10,Impeller 100-351,1710,X,180,PD,180,20,1,M,EX,0,0,X,,000,15,0000,001,X,02,6000,0010,20,,1710,,V,1,0,1,3003
FG-100-352,800-001,FERT,PC,1,1,KG,20,Pump Casing 100-352,1710,X,180,PD,180,20,1,M,EX,0,0,X,,000,25,0000,001,X,02,6000,0010,20,,1710,,V,1,0,1,3002
FG-100-353,800-002,FERT,PC,1,1,KG,30,Shaft 100-353,1710,,180,PD,180,20,1,M,EX,0,0,X,,000,20,0000,001,X,02,6000,0010,20,,1710,,V,1,0,1,3003
FG-100-354,800-003,FERT,PC,0,0,KG,40,Impeller 100-354,1710,X,180,PD,180,20,1,M,EX,0,0,X,,000,15,0000,001,,02,6000,0010,20,,1710,,V,1,0,1,3002
FG-100-355,800-001,FERT,PC,0,0,KG,50,Pump Casing 100-355,1710,X,180,PD,180,20,1,M,EX,0,0,X,,000,25,0000,001,X,02,6000,0010,20,,1710,,V,1,0,1,3003
FG-100-356,800-002,FERT,PC,10,5,KG,60,Shaft 100-356,1710,,180,PD,180,20,1,M,EX,0,0,X,,000,20,0000,001,,02,6000,0010,20,,1710,,V,1,0,1,3001
FG-100-364,800-002,FERT,PC,0,0,KG,60,Shaft 100-364,1710,,180,PD,180,20,1,M,EX,0,0,X,,000,20,0000,001,,02,6000,0010,20,,1710,,V,1,0,1,3002
FG-100-365,800-003,FERT,PC,0,0,KG,10,Impeller 100-365,1710,X,180,PD,180,20,1,M,EX,0,0,X,,000,15,0000,001,X,02,6000,0010,20,,1710,,V,1,0,1,3003
FG-100-366,800-001,FERT,PC,10,5,KG,20,Pump Casing 100-366,1710,X,180,PD,180,20,1,M,EX,0,0,X,,000,25,0000,001,X,02,6000,0010,20,,1710,,V,1,0,1,3001
FG-100-367,800-002,FERT,PC,0,0,KG,30,Shaft 100-367,1710,,180,PD,180,20,1,M,EX,0,0,X,,000,20,0000,001,,02,6000,0010,20,,1710,,V,1,0,1,3002
FG-100-368,800-003,FERT,PC,1,1,KG,40,Impeller 100-368,1710,X,180,PD,180,20,1,M,EX,0,0,X,,000,15,0000,001,X,02,6000,0010,20,,1710,,V,1,0,1,3003
FG-100-369,800-001,FERT,PC,1,1,KG,50,Pump Casing 100-369,1710,X,180,PD,180,20,1,M,EX,0,0,X,,000,25,0000,001,X,02,6000,0010,20,,1710,,V,1,0,1,3001
FG-100-370,800-002,FERT,PC,10,10,KG,60,Shaft 100-370,1710,,180,PD,180,20,1,M,EX,0,0,X,,000,20,0000,001,,02,6000,0010,20,,1710,,V,1,0,1,3001
FG-100-371,800-003,FERT,PC,0,0,KG,10,Impeller 100-371,1710,X,180,PD,180,20,1,M,EX,0,0,X,,000,15,0000,001,X,02,6000,0010,20,,1710,,V,1,0,1,3001
FG-100-372,800-001,FERT,PC,18,16.2,KG,20,Pump Casing 100-372,1710,X,180,PD,180,20,1,M,EX,0,0,X,,000,25,0000,001,X,02,6000,0010,20,,1710,,V,1,0,1,3002
FG-100-373,800-002,FERT,PC,0,0,KG,30,Shaft 100-373,1710,,180,PD,180,20,1,M,EX,0,0,X,,000,20,0000,001,,02,6000,0010,20,,1710,,V,1,0,1,3002
FG-100-374,800-003,FERT,PC,0,0,KG,40,Impeller 100-374,1710,X,180,PD,180,20,1,M,EX,0,0,X,,000,15,0000,001,X,02,6000,0010,20,,1710,,V,1,0,1,3003
FG-100-375,800-001,FERT,PC,18,16.2,KG,50,Pump Casing 100-375,1710,X,180,PD,180,20,1,M,EX,0,0,X,,000,25,0000,001,X,02,6000,0010,20,,1710,,V,1,0,1,3002
FG-100-376,800-002,FERT,PC,18,16.2,KG,60,Shaft 100-376,1710,,180,PD,180,20,1,M,EX,0,0,X,,000,20,0000,001,,02,6000,0010,20,,1710,,V,1,0,1,3003
FG-100-377,800-003,FERT,PC,500,500,KG,10,Impeller 100-377,1710,X,180,PD,180,20,1,T,EX,0,0,X,,000,15,0000,001,,02,6000,0010,20,,1710,,V,1,0,1,3002
FG-100-378,800-001,FERT,PC,18,16.2,KG,20,Pump Casing 100-378,1710,X,180,PD,180,20,1,M,EX,0,0,X,,000,25,0000,001,X,02,6000,0010,20,,1710,,V,1,0,1,3002
FG-100-379,800-002,FERT,PC,100,90,KG,30,Shaft 100-379,1710,,180,PD,180,20,1,M,EX,0,0,X,,000,20,0000,001,,02,6000,0010,20,,1710,,V,1,0,1,3002
FG-100-380,800-003,FERT,PC,1,1,KG,40,Impeller 100-380,1710,X,180,PD,180,20,1,M,EX,0,0,X,,000,15,0000,001,,02,6000,0010,20,,1710,,V,1,0,1,3001
FG-100-381,800-001,FERT,PC,18,16.2,KG,50,Pump Casing 100-381,1710,X,180,PD,180,20,1,M,EX,0,0,X,,000,25,0000,001,X,02,6000,0010,20,,1710,,V,1,0,1,3002
FG-100-382,800-002,FERT,PC,0,0,KG,60,Shaft 100-382,1710,,180,PD,180,20,1,M,EX,0,0,X,,000,20,0000,001,,02,6000,0010,20,,1710,,V,1,0,1,3001
FG-100-383,800-003,FERT,PC,6.85,5,KG,10,Impeller 100-383,1710,X,180,PD,180,20,1,M,EX,0,0,X,,000,15,0000,001,X,02,6000,0010,20,,1710,,V,1,0,1,3003
FG-100-384,800-001,FERT,PC,300,300,KG,20,Pump Casing 100-384,1710,X,180,PD,180,20,1,T,EX,0,0,X,,000,25,0000,001,X,02,6000,0010,20,,1710,,V,1,0,1,3001
FG-100-387,800-002,FERT,PC,"1,000",200,KG,30,Shaft 100-387,1710,,180,PD,180,20,1,M,EX,0,0,X,,000,20,0000,001,,02,6000,0010,20,,1710,,V,1,0,1,3002
FG-100-388,800-003,FERT,PC,"1,000","1,700",KG,40,Impeller 100-388,1710,X,180,PD,180,20,1,M,EX,0,0,X,,000,15,0000,001,X,02,6000,0010,20,,1710,,V,1,0,1,3003
FG-100-389,800-001,FERT,PC,"1,000",200,KG,50,Pump Casing 100-389,1710,X,180,PD,180,20,1,M,EX,0,0,X,,000,25,0000,001,X,02,6000,0010,20,,1710,,V,1,0,1,3001
FG-100-390,800-002,FERT,PC,"1,000",200,KG,60,Shaft 100-390,1710,,180,PD,180,20,1,M,EX,0,0,X,,000,20,0000,001,,02,6000,0010,20,,1710,,V,1,0,1,3002
FG-100-391,800-003,FERT,PC,"1,000",200,KG,10,Impeller 100-391,1710,X,180,PD,180,20,1,,EX,0,0,X,,000,15,0000,001,X,02,6000,0010,20,,1710,,V,1,0,1,3003
FG-100-392,800-001,FERT,PC,1,1,KG,20,Pump Casing 100-392,1710,X,180,PD,180,20,1,M,EX,0,0,X,,000,25,0000,001,X,02,6000,0010,20,,1710,,V,1,0,1,3001
FG-100-393,800-002,FERT,PC,100,90,KG,30,Shaft 100-393,1710,,180,PD,180,20,1,M,EX,0,0,X,,000,20,0000,001,,02,6000,0010,20,,1710,,V,1,0,1,3002
FG-100-394,800-003,FERT,PC,100,90,KG,40,Impeller 100-394,1710,X,180,PD,180,20,1,M,EX,0,0,X,,000,15,0000,001,,02,6000,0010,20,,1710,,V,1,0,1,3001
FG-100-395,800-001,FERT,PC,1,1,KG,50,Pump Casing 100-395,1710,X,180,PD,180,20,1,M,EX,0,0,X,,000,25,0000,001,X,02,6000,0010,20,,1710,,V,1,0,1,3003
FG-100-396,800-002,FERT,PC,1,1,KG,60,Shaft 100-396,1710,,180,PD,180,20,1,M,EX,0,0,X,,000,20,0000,001,,02,6000,0010,20,,1710,,V,1,0,1,3001
FG-100-397,800-003,FERT,PC,1,1,KG,10,Impeller 100-397,1710,X,180,PD,180,20,1,M,EX,0,0,X,,000,15,0000,001,,02,6000,0010,20,,1710,,V,1,0,1,3002
FG-100-398,800-001,FERT,PC,1,1,KG,20,Pump Casing 100-398,1710,X,180,PD,180,20,1,M,EX,0,0,X,,000,25,0000,001,X,02,6000,0010,20,,1710,,V,1,0,1,3003
FG-100-399,800-002,FERT,PC,1,1,KG,30,Shaft 100-399,1710,,180,PD,180,20,1,M,EX,0,0,X,,000,20,0000,001,X,02,6000,0010,20,,1710,,V,1,0,1,3001
FG-100-400,800-003,FERT,PC,1,1,KG,40,Impeller 100-400,1710,X,180,PD,180,20,1,M,EX,0,0,X,,000,15,0000,001,,02,6000,0010,20,,1710,,V,1,0,1,3002
FG-100-401,800-001,FERT,PC,1,1,KG,50,Pump Casing 100-401,1710,X,180,PD,180,20,1,M,EX,0,0,X,,000,25,0000,001,,02,6000,0010,20,,1710,,V,1,0,1,3003
FG-100-402,800-002,FERT,PC,1,1,KG,60,Shaft 100-402,1710,,180,PD,180,20,1,M,EX,0,0,X,,000,20,0000,001,,02,6000,0010,20,,1710,,V,1,0,1,3001
FG-100-403,800-003,FERT,PC,18,16.2,KG,10,Impeller 100-403,1710,X,180,PD,180,20,1,M,EX,0,0,X,,000,15,0000,001,X,02,6000,0010,20,,1710,,V,1,0,1,3002
FG-100-404,800-001,FERT,PC,18,16.2,KG,20,Pump Casing 100-404,1710,X,180,PD,180,20,1,M,EX,0,0,X,,000,25,0000,001,X,02,6000,0010,20,,1710,,V,1,0,1,3001
FG-100-405,800-002,FERT,PC,1,1,KG,30,Shaft 100-405,1710,,180,PD,180,20,1,M,EX,0,0,X,,000,20,0000,001,,02,6000,0010,20,,1710,,V,1,0,1,3002
FG-100-406,800-003,FERT,PC,1,1,KG,40,Impeller 100-406,1710,X,180,PD,180,20,1,M,EX,0,0,X,,000,15,0000,001,X,02,6000,0010,20,,1710,,V,1,0,1,3003
FG-100-407,800-001,FERT,PC,1,1,KG,50,Pump Casing 100-407,1710,X,180,PD,180,20,1,M,EX,0,0,X,,000,25,0000,001,X,02,6000,0010,20,,1710,,V,1,0,1,3001
FG-100-408,800-002,FERT,PC,1,1,KG,60,Shaft 100-408,1710,,180,PD,180,20,1,M,EX,0,0,X,,000,20,0000,001,,02,6000,0010,20,,1710,,V,1,0,1,3003
FG-100-409,800-003,FERT,PC,1,1,KG,10,Impeller 100-409,1710,X,180,PD,180,20,1,M,EX,0,0,X,,000,15,0000,001,X,02,6000,0010,20,,1710,,V,1,0,1,3002
FG-100-410,800-001,FERT,PC,950,950,KG,20,Pump Casing 100-410,1710,X,180,PD,180,20,1,M,EX,0,0,X,,000,25,0000,001,X,02,6000,0010,20,,1710,,V,1,0,1,3003
FG-100-411,800-002,FERT,PC,0,0,KG,10,Shaft 100-411,1710,,180,PD,180,20,1,M,EX,0,0,X,,000,20,0000,001,,02,6000,0010,20,,1710,,V,1,0,1,3001
